date,high,low,open,close,volume,adjclose
2000-01-04,6110.0,5660.0,6000.0,6110.0,74195000.0,0.09213121980428696
2000-01-05,6060.0,5520.0,5800.0,5580.0,74680000.0,0.08413948118686676
2000-01-06,5780.0,5580.0,5750.0,5620.0,54390000.0,0.08474264293909073
2000-01-07,5670.0,5360.0,5560.0,5540.0,40305000.0,0.08353633433580399
2000-01-10,5770.0,5580.0,5600.0,5770.0,46880000.0,0.08700443059206009
2000-01-11,6100.0,5770.0,5820.0,5770.0,59745000.0,0.08700443059206009
2000-01-12,5740.0,5600.0,5610.0,5720.0,29220000.0,0.08625051379203796
2000-01-13,5740.0,5560.0,5600.0,5710.0,41190000.0,0.08609969913959503
2000-01-14,5880.0,5680.0,5720.0,5830.0,49375000.0,0.08790916204452515
2000-01-17,6180.0,5920.0,6000.0,6100.0,63505000.0,0.09198043495416641
2000-01-18,6160.0,5980.0,6160.0,6100.0,45260000.0,0.09198043495416641
2000-01-19,6040.0,5960.0,6000.0,5960.0,40205000.0,0.08986939489841461
2000-01-20,6040.0,5820.0,5860.0,6040.0,37315000.0,0.09107571095228195
2000-01-21,5980.0,5880.0,5950.0,5880.0,32535000.0,0.08866310864686966
2000-01-24,5900.0,5700.0,5800.0,5700.0,34355000.0,0.08594892919063568
2000-01-25,5640.0,5440.0,5520.0,5440.0,44250000.0,0.08202845603227615
2000-01-26,5520.0,5410.0,5500.0,5480.0,29285000.0,0.08263161033391953
2000-01-27,5620.0,5430.0,5480.0,5520.0,27900000.0,0.0832347571849823
2000-01-28,5880.0,5540.0,5640.0,5820.0,38315000.0,0.0877583920955658
2000-01-31,5730.0,5560.0,5640.0,5580.0,39630000.0,0.08413948118686676
2000-02-01,5680.0,5260.0,5600.0,5320.0,71470000.0,0.08021900057792664
2000-02-02,5370.0,5110.0,5220.0,5250.0,64105000.0,0.07916348427534103
2000-02-03,5460.0,4970.0,5250.0,5130.0,142765000.0,0.07735403627157211
2000-02-04,5130.0,5130.0,5130.0,5130.0,0.0,0.07735403627157211
2000-02-07,5330.0,5040.0,5140.0,5240.0,64140000.0,0.07901271432638168
2000-02-08,5480.0,5310.0,5340.0,5430.0,58460000.0,0.08187766373157501
2000-02-09,5720.0,5480.0,5560.0,5720.0,51050000.0,0.08625051379203796
2000-02-10,5880.0,5600.0,5660.0,5760.0,61845000.0,0.08685364574193954
2000-02-11,5960.0,5680.0,5960.0,5700.0,34660000.0,0.08594892919063568
2000-02-14,5660.0,5340.0,5600.0,5380.0,44140000.0,0.0811237320303917
2000-02-15,5420.0,5140.0,5380.0,5200.0,38315000.0,0.0784095749258995
2000-02-16,5200.0,4780.0,5180.0,5000.0,73115000.0,0.07539379596710205
2000-02-17,5100.0,4910.0,4940.0,5080.0,65185000.0,0.07660011947154999
2000-02-18,5630.0,5160.0,5370.0,5300.0,108750000.0,0.07991743832826614
2000-02-21,5260.0,5030.0,5200.0,5070.0,26485000.0,0.07644930481910706
2000-02-22,5240.0,5000.0,5000.0,5120.0,24180000.0,0.07720325887203217
2000-02-23,5260.0,5100.0,5220.0,5140.0,27720000.0,0.07750482857227325
2000-02-24,5240.0,5060.0,5120.0,5070.0,26075000.0,0.07644930481910706
2000-02-25,5150.0,4980.0,5080.0,5120.0,27875000.0,0.07720325887203217
2000-02-28,5050.0,4800.0,5000.0,4800.0,30140000.0,0.07237806171178818
2000-02-29,5140.0,4840.0,4900.0,5120.0,51820000.0,0.07720325887203217
2000-03-01,5120.0,5120.0,5120.0,5120.0,0.0,0.07720325887203217
2000-03-02,5880.0,5520.0,5880.0,5880.0,117750000.0,0.08866310864686966
2000-03-03,6250.0,5880.0,6200.0,6000.0,140990000.0,0.09047257155179977
2000-03-06,6050.0,5600.0,6000.0,5640.0,39150000.0,0.08504419773817062
2000-03-07,5640.0,5480.0,5600.0,5620.0,30070000.0,0.08474264293909073
2000-03-08,6000.0,5500.0,5520.0,5920.0,32460000.0,0.08926624804735184
2000-03-09,5980.0,5620.0,5970.0,5620.0,55890000.0,0.08474264293909073
2000-03-10,5800.0,5520.0,5790.0,5540.0,28605000.0,0.08353633433580399
2000-03-13,5490.0,5160.0,5480.0,5180.0,32215000.0,0.07810797542333603
2000-03-14,5380.0,5160.0,5170.0,5210.0,30060000.0,0.07856033742427826
2000-03-15,5400.0,5120.0,5200.0,5400.0,46105000.0,0.08142530173063278
2000-03-16,5520.0,5360.0,5480.0,5400.0,28795000.0,0.08142530173063278
2000-03-17,5560.0,5400.0,5540.0,5480.0,24080000.0,0.08263161033391953
2000-03-20,5710.0,5530.0,5600.0,5660.0,26365000.0,0.0853457972407341
2000-03-21,5940.0,5610.0,5700.0,5880.0,44925000.0,0.08866310864686966
2000-03-22,6300.0,5880.0,5960.0,6200.0,86975000.0,0.09348829835653305
2000-03-23,6580.0,6200.0,6480.0,6200.0,64950000.0,0.09348829835653305
2000-03-24,7120.0,6180.0,6320.0,6800.0,90260000.0,0.10253556072711945
2000-03-27,7040.0,6700.0,6960.0,6800.0,67730000.0,0.10253556072711945
2000-03-28,7260.0,6820.0,6900.0,7030.0,74425000.0,0.10600367933511734
2000-03-29,7680.0,6980.0,7030.0,7660.0,78090000.0,0.11550329625606537
2000-03-30,7560.0,7050.0,7520.0,7050.0,74645000.0,0.10630524158477783
2000-03-31,7070.0,6650.0,6800.0,6700.0,63855000.0,0.10102767497301102
2000-04-03,7320.0,6860.0,6920.0,7100.0,56805000.0,0.10705920308828354
2000-04-04,7290.0,6660.0,7000.0,6800.0,58340000.0,0.10253556072711945
2000-04-05,6800.0,6800.0,6800.0,6800.0,0.0,0.10253556072711945
2000-04-06,6960.0,6680.0,6860.0,6680.0,47235000.0,0.10072607547044754
2000-04-07,7260.0,6780.0,6860.0,7200.0,42355000.0,0.10856708884239197
2000-04-10,7500.0,7200.0,7500.0,7300.0,35885000.0,0.1100749596953392
2000-04-11,7200.0,6950.0,7200.0,7100.0,29075000.0,0.10705920308828354
2000-04-12,7030.0,6860.0,6960.0,6910.0,35250000.0,0.10419421643018723
2000-04-13,6910.0,6910.0,6910.0,6910.0,0.0,0.10419421643018723
2000-04-14,6680.0,6260.0,6600.0,6260.0,62365000.0,0.09439301490783691
2000-04-17,5750.0,5340.0,5420.0,5520.0,78050000.0,0.0832347571849823
2000-04-18,6240.0,5860.0,6200.0,6040.0,73730000.0,0.09107571095228195
2000-04-19,6460.0,5860.0,6300.0,6000.0,60615000.0,0.09047257155179977
2000-04-20,6160.0,5920.0,5960.0,6020.0,37335000.0,0.09077412635087967
2000-04-21,6180.0,5970.0,6060.0,6050.0,26425000.0,0.0912264958024025
2000-04-24,6030.0,5760.0,5970.0,5800.0,27830000.0,0.08745682239532471
2000-04-25,5760.0,5520.0,5620.0,5640.0,34900000.0,0.08504419773817062
2000-04-26,5860.0,5600.0,5820.0,5600.0,39290000.0,0.08444106578826904
2000-04-27,5700.0,5400.0,5520.0,5400.0,54110000.0,0.08142530173063278
2000-04-28,6100.0,5460.0,5500.0,6000.0,75530000.0,0.09047257155179977
2000-05-01,6000.0,6000.0,6000.0,6000.0,0.0,0.09047257155179977
2000-05-02,6530.0,6120.0,6200.0,6280.0,72335000.0,0.0946946069598198
2000-05-03,6260.0,6090.0,6240.0,6180.0,26585000.0,0.09318671375513077
2000-05-04,6360.0,6140.0,6220.0,6180.0,26100000.0,0.09318671375513077
2000-05-05,6180.0,6180.0,6180.0,6180.0,0.0,0.09318671375513077
2000-05-08,6700.0,6300.0,6400.0,6560.0,52695000.0,0.0989166647195816
2000-05-09,6560.0,6560.0,6560.0,6560.0,0.0,0.0989166647195816
2000-05-10,6390.0,6270.0,6320.0,6350.0,27620000.0,0.0957501158118248
2000-05-11,6350.0,6350.0,6350.0,6350.0,0.0,0.0957501158118248
2000-05-12,6440.0,6160.0,6420.0,6160.0,47170000.0,0.09288518130779266
2000-05-15,6530.0,6220.0,6290.0,6440.0,47120000.0,0.09710720181465149
2000-05-16,6800.0,6510.0,6510.0,6800.0,39620000.0,0.10253556072711945
2000-05-17,7340.0,6920.0,7000.0,6920.0,76235000.0,0.10434505343437195
2000-05-18,7000.0,6680.0,6740.0,6800.0,36580000.0,0.10253556072711945
2000-05-19,6900.0,6600.0,6740.0,6900.0,41450000.0,0.10404343903064728
2000-05-22,6830.0,6620.0,6720.0,6670.0,36385000.0,0.10057533532381058
2000-05-23,6700.0,6350.0,6500.0,6380.0,41290000.0,0.09620248526334763
2000-05-24,6370.0,5920.0,6160.0,6200.0,72150000.0,0.09348829835653305
2000-05-25,6380.0,5930.0,6330.0,6000.0,85965000.0,0.09047257155179977
2000-05-26,5990.0,5600.0,5900.0,5600.0,67100000.0,0.08444106578826904
2000-05-29,5680.0,5240.0,5260.0,5460.0,67130000.0,0.08233002573251724
2000-05-30,5460.0,5460.0,5460.0,5460.0,0.0,0.08233002573251724
2000-05-31,6290.0,5960.0,6000.0,6160.0,83935000.0,0.09288518130779266
2000-06-01,6410.0,6120.0,6200.0,6300.0,50230000.0,0.09499619156122208
2000-06-02,6900.0,6510.0,6690.0,6620.0,84385000.0,0.09982136636972427
2000-06-05,6980.0,6680.0,6920.0,6740.0,48010000.0,0.10163082927465439
2000-06-06,6740.0,6740.0,6740.0,6740.0,0.0,0.10163082927465439
2000-06-07,6980.0,6510.0,6600.0,6800.0,53365000.0,0.10253556072711945
2000-06-08,6960.0,6530.0,6660.0,6530.0,58550000.0,0.09846428781747818
2000-06-09,7040.0,6530.0,6600.0,7020.0,63860000.0,0.1058528944849968
2000-06-12,7280.0,7030.0,7200.0,7190.0,49515000.0,0.10841628164052963
2000-06-13,7100.0,6870.0,7060.0,7060.0,42495000.0,0.10645605623722076
2000-06-14,7640.0,7090.0,7230.0,7640.0,63020000.0,0.11520174890756607
